episode,reward,moving_avg
170,5.0,-29.081278535386232
171,-64.65685424949238,-28.935393962705035
172,-64.65685424949238,-28.981962505199956
173,-64.65685424949238,-29.028531047694877
174,-60.0,-29.02853104769488
175,-5.0,-28.91853104769488
176,-5.0,-28.868531047694887
177,-60.0,-28.868531047694887
178,-60.0,-29.538531047694885
179,-60.0,-29.538531047694885
180,-60.0,-29.491962505199965
181,-60.0,-29.891962505199967
182,-12.0,-29.411962505199966
183,-13.656854249492383,-28.901962505199965
184,-29.0,-28.905393962705038
185,-64.65685424949238,-29.741962505199957
186,-18.0,-29.741962505199957
187,18.0,-29.21607793251876
188,12.0,-28.49607793251876
189,-19.656854249492383,-28.092646475013684
190,-60.0,-28.60264647501368
191,-60.0,-29.140193359837564
192,16.0,-29.090193359837563
193,-13.0,-28.620193359837565
194,-60.0,-28.860193359837567
195,-60.0,-29.47705627484772
196,-60.0,-29.47705627484772
197,-13.0,-29.00705627484772
198,-60.0,-29.00705627484772
199,5.0,-29.147056274847717
200,-60.0,-29.147056274847714
201,-64.65685424949238,-29.887056274847716
202,1.0,-29.943919189857862
203,-60.0,-30.67391918985787
204,5.0,-30.303919189857865
205,-12.0,-29.823919189857865
206,-60.0,-30.35391918985787
207,9.0,-30.290782104868022
208,-60.0,-30.670782104868024
209,19.0,-29.834213562373098
210,19.0,-28.997645019878174
211,-38.0,-29.10764501987817
212,-1.0,-28.51764501987817
213,13.0,-28.127645019878173
214,7.0,-27.457645019878175
215,-38.65685424949238,-27.8242135623731
216,11.0,-27.854213562373097
217,-8.0,-27.334213562373094
218,3.0,-27.31764501987817
219,16.0,-27.234507934888324
220,-29.0,-27.46450793488832
221,-60.0,-27.464507934888324
222,-60.0,-27.804507934888328
223,-60.0,-27.804507934888328
224,-38.0,-28.324507934888327
225,17.0,-27.774507934888327
226,-60.0,-28.094507934888327
227,-69.31370849898477,-28.871076477383248
228,12.0,-28.0579393923934
229,-60.0,-28.0579393923934
230,-29.24531151761228,-28.160392507569526
231,-60.0,-28.950392507569525
232,-60.0,-29.620392507569527
233,-2.0,-29.760392507569527
234,18.0,-28.933823965074602
235,-60.0,-28.933823965074602
236,13.34314575050762,-28.200392507569525
237,-60.0,-28.6138239650746
238,-60.0,-28.56725542257968
239,-60.0,-29.19725542257968
240,-69.31370849898477,-29.290392507569525
241,16.0,-29.150392507569524
242,16.0,-28.390392507569523
243,-60.0,-28.390392507569523
244,-3.0,-27.820392507569522
245,-10.65685424949238,-28.010392507569527
246,-15.0,-27.800392507569523
247,-26.656854249492383,-28.17039250756952
248,2.0,-28.26039250756952
249,-15.0,-27.763823965074597
250,13.34314575050762,-27.50039250756952
251,-12.0,-27.02039250756952
252,-21.0,-26.5838239650746
253,-60.0,-26.74725542257968
254,-22.0,-27.037255422579676
255,1.0,-26.97068688008475
256,-60.0,-26.970686880084752
257,-31.0,-27.47068688008475
258,-16.0,-27.59068688008475
259,-35.0,-27.29411833758983
260,-6.65685424949238,-26.76068688008475
261,-60.0,-27.440686880084755
262,-14.0,-26.980686880084754
263,-29.656854249492383,-27.46725542257968
264,-1.0,-27.477255422579677
265,16.0,-27.18725542257968
266,-60.0,-27.18725542257968
267,-2.0,-26.847255422579675
268,-26.31370849898476,-27.0738239650746
269,-6.0,-27.153823965074597
270,10.0,-27.103823965074593
271,-60.0,-27.057255422579672
272,15.0,-26.26068688008475
273,11.0,-25.50411833758983
274,-11.0,-25.01411833758983
275,14.0,-24.82411833758983
276,-5.0,-24.824118337589827
277,-60.0,-24.824118337589827
278,-60.0,-24.824118337589834
279,-60.0,-24.824118337589834
280,-12.0,-24.344118337589833
281,-5.0,-23.794118337589833
282,-39.0,-24.064118337589832
283,11.0,-23.817549795094905
284,-60.0,-24.12754979509491
285,-64.65685424949238,-24.127549795094907
286,5.0,-23.897549795094903
287,-60.0,-24.677549795094905
288,-64.65685424949238,-25.444118337589828
289,-60.0,-25.847549795094906
290,-6.0,-25.307549795094904
291,-60.0,-25.307549795094904
292,-64.65685424949238,-26.11411833758983
293,-43.65685424949238,-26.42068688008475
294,-3.0,-25.850686880084755
295,-7.0,-25.320686880084754
296,-60.0,-25.320686880084757
297,-27.0,-25.460686880084754
298,-28.0,-25.140686880084754
299,-35.65685424949238,-25.547255422579674
300,-38.0,-25.32725542257967
301,6.34314575050762,-24.617255422579674
302,-12.65685424949238,-24.7538239650746
303,-41.65685424949238,-24.570392507569522
304,-3.2453115176122767,-24.652845622745645
305,-4.0,-24.572845622745646
306,17.0,-23.802845622745643
307,-6.0,-23.95284562274564
308,-60.0,-23.952845622745645
309,-26.0,-24.402845622745645
310,19.0,-24.402845622745648
311,4.0,-23.98284562274565
312,6.0,-23.91284562274565
313,2.0,-24.02284562274565
314,-8.65685424949238,-24.179414165240573
315,-64.65685424949238,-24.43941416524057
316,-6.0,-24.60941416524057
317,-38.65685424949238,-24.91598270773549
318,6.0,-24.885982707735494
319,16.0,-24.885982707735494
320,-4.0,-24.635982707735497
321,7.34314575050762,-23.96255125023042
322,6.68629150101524,-23.295688335220266
323,-60.0,-23.295688335220266
324,-60.0,-23.51568833522027
325,-29.0,-23.97568833522027
326,-64.65685424949238,-24.02225687771519
327,13.0,-23.19911979272534
328,-15.0,-23.469119792725337
329,-13.0,-22.999119792725338
330,-28.0,-22.986666677549216
331,-64.65685424949238,-23.03323522004414
332,-1.0,-22.44323522004414
333,-60.0,-23.023235220044143
334,-60.0,-23.803235220044144
335,-64.65685424949238,-23.849803762539068
336,0.0,-23.983235220044143
337,-1.588457268119896,-23.39911979272534
338,-24.0,-23.039119792725337
339,-60.0,-23.03911979272534
340,-64.65685424949238,-22.992551250230413
341,-60.0,-23.752551250230415
342,-60.0,-24.51255125023042
343,-60.0,-24.51255125023042
344,-40.65685424949238,-24.889119792725346
345,-60.0,-25.38255125023042
346,-9.0,-25.322551250230422
347,-39.0,-25.445982707735496
348,-47.31370849898477,-25.939119792725343
349,17.0,-25.61911979272534
350,-19.0,-25.942551250230416
351,-16.0,-25.98255125023042
352,9.0,-25.68255125023042
353,-16.0,-25.24255125023042
354,-20.0,-25.222551250230417
355,19.0,-25.042551250230417
356,-60.0,-25.04255125023042
357,-27.0,-25.002551250230418
358,10.0,-24.742551250230417
359,12.0,-24.272551250230414
360,-60.0,-24.80598270773549
361,-39.0,-24.595982707735494
362,-13.0,-24.585982707735496
363,-60.0,-24.889414165240574
364,-60.0,-25.479414165240573
365,-5.0,-25.689414165240574
366,-9.0,-25.179414165240573
367,2.0,-25.139414165240574
368,13.34314575050762,-24.74284562274565
369,6.0,-24.62284562274565
370,-29.656854249492383,-25.019414165240573
371,-31.0,-24.72941416524057
372,-60.0,-25.47941416524057
373,-60.0,-26.189414165240574
374,-17.656854249492383,-26.255982707735498
375,-9.0,-26.485982707735495
376,-40.65685424949238,-26.842551250230418
377,-19.656854249492383,-26.43911979272534
378,-5.0,-25.88911979272534
379,-13.0,-25.41911979272534
380,-37.0,-25.669119792725343
381,-6.0,-25.67911979272534
382,-37.0,-25.659119792725342
383,16.0,-25.60911979272534
384,-60.0,-25.60911979272534
385,17.0,-24.792551250230417
386,-60.0,-25.44255125023042
387,4.0,-24.80255125023042
388,-8.65685424949238,-24.24255125023042
389,0.0,-23.64255125023042
390,-5.0,-23.632551250230417
391,-3.6568542494923797,-23.06911979272534
392,-60.0,-23.02255125023042
393,-64.65685424949238,-23.23255125023042
394,4.0,-23.162551250230415
395,-25.0,-23.342551250230418
396,-37.0,-23.112551250230418
397,-2.0,-22.86255125023042
398,14.0,-22.44255125023042
399,-60.0,-22.685982707735498
400,-60.0,-22.905982707735497
401,-60.0,-23.569414165240573
402,-60.0,-24.042845622745652
403,-64.65685424949238,-24.27284562274565
404,-2.0,-24.260392507569527
405,-60.0,-24.820392507569522
406,-60.0,-25.590392507569526
407,-15.0,-25.680392507569525
408,-60.0,-25.68039250756953
409,-27.0,-25.690392507569523
410,-22.0,-26.10039250756952
411,-69.31370849898477,-26.83352959255937
412,-60.0,-27.49352959255937
413,-4.0,-27.553529592559368
414,19.0,-27.276961050064447
415,16.0,-26.470392507569525
416,-20.0,-26.610392507569518
417,-14.0,-26.363823965074598
418,-5.0,-26.473823965074597
419,-19.656854249492383,-26.83039250756952
420,-60.0,-27.390392507569526
421,6.0,-27.4038239650746
422,-69.31370849898477,-28.1638239650746
423,-60.0,-28.163823965074602
424,-83.90216576710466,-28.402845622745645
425,-13.0,-28.242845622745644
426,-11.0,-27.70627708025072
427,-64.65685424949238,-28.482845622745643
428,-32.0,-28.652845622745645
429,-60.0,-29.122845622745647
430,8.0,-28.762845622745647
431,-60.0,-28.716277080250727
432,2.0,-28.686277080250726
433,-40.65685424949238,-28.492845622745648
434,-37.0,-28.262845622745647
435,3.0,-27.58627708025072
436,4.686291501015241,-27.53941416524057
437,-1.0,-27.533529592559372
438,-60.0,-27.89352959255937
439,10.0,-27.193529592559376
440,2.0,-26.52696105006445
441,-60.0,-26.52696105006445
442,4.0,-25.88696105006445
443,12.0,-25.166961050064447
444,-26.0,-25.020392507569525
445,3.0,-24.390392507569523
446,10.34314575050762,-24.196961050064445
447,-64.0,-24.446961050064445
448,-20.0,-24.173823965074597
449,-6.0,-24.403823965074597
450,13.0,-24.0838239650746
451,-60.0,-24.5238239650746
452,-18.0,-24.7938239650746
453,6.34314575050762,-24.570392507569526
454,-25.0,-24.620392507569527
455,12.0,-24.690392507569523
456,-60.0,-24.690392507569523
457,-29.0,-24.710392507569523
458,-11.588457268119896,-24.92627708025072
459,-8.0,-25.12627708025072
460,14.0,-24.38627708025072
461,-60.0,-24.596277080250726
462,-8.902165767104657,-24.555298737921767
463,-60.0,-24.55529873792177
464,-3.0,-23.985298737921774
465,-37.65685424949238,-24.311867280416696
466,7.0,-24.151867280416695
467,-10.0,-24.271867280416693
468,3.0,-24.375298737921767
469,-60.0,-25.03529873792177
470,0.0,-24.738730195426847
471,-25.656854249492383,-24.68529873792177
472,-26.0,-24.345298737921777
473,-40.0,-24.14529873792177
474,-60.0,-24.56873019542685
475,11.0,-24.368730195426846
476,-14.0,-24.102161652931926
477,-27.0,-24.175593110437003
478,7.0,-24.055593110436998
479,-25.0,-24.175593110436996
480,-60.0,-24.405593110437
481,-60.0,-24.945593110437002
482,-2.0,-24.595593110437
483,-38.0,-25.135593110437
484,-64.65685424949238,-25.18216165293192
485,1.0,-25.342161652931917
486,-18.0,-24.922161652931916
487,-36.0,-25.322161652931918
488,-30.588457268119896,-25.541477683118192
489,-32.0,-25.861477683118196
490,18.0,-25.631477683118195
491,3.0,-25.56490914062327
492,-18.0,-25.144909140623273
493,5.34314575050762,-24.44490914062327
494,-60.0,-25.08490914062327
495,16.0,-24.67490914062327
496,-64.65685424949238,-24.951477683118192
497,-60.0,-25.531477683118197
498,-9.0,-25.761477683118198
499,-64.65685424949238,-25.80804622561312
500,-12.0,-25.328046225613118
501,-5.0,-24.778046225613117
502,-14.0,-24.31804622561312
503,10.0,-23.571477683118196
504,8.0,-23.4714776831182
505,-13.0,-23.001477683118196
506,-60.0,-23.0014776831182
507,-60.0,-23.4514776831182
508,13.0,-22.7214776831182
509,-2.0,-22.471477683118202
510,1.3431457505076203,-22.23804622561312
511,2.0,-21.524909140623276
512,-3.6274169979695223,-20.96118331060297
513,-60.0,-21.521183310602975
514,-64.65685424949238,-22.35775185309789
515,-6.0,-22.57775185309789
516,-64.65685424949238,-23.024320395592813
517,-60.0,-23.484320395592814
518,6.0,-23.374320395592814
519,6.0,-23.117751853097893
520,-13.0,-22.647751853097894
521,-13.0,-22.837751853097892
522,16.0,-21.984614768108045
523,9.0,-21.29461476810804
524,4.0,-20.415593110436998
525,7.0,-20.215593110437
526,11.0,-19.995593110437
527,-39.0,-19.739024567942074
528,-12.0,-19.539024567942075
529,11.34314575050762,-18.825593110437
530,-22.0,-19.125593110437
531,-12.0,-18.645593110436998
532,11.34314575050762,-18.55216165293192
533,-14.0,-18.285593110437
534,-64.65685424949238,-18.56216165293192
535,-60.0,-19.192161652931922
536,0.0,-19.239024567942074
537,-60.0,-19.829024567942074
538,-30.588457268119896,-19.534909140623274
539,-64.65685424949238,-20.281477683118194
540,6.0,-20.241477683118195
541,-3.0,-19.671477683118194
542,18.0,-19.531477683118197
543,-5.313708498984759,-19.704614768108044
544,-33.0,-19.774614768108044
545,8.0,-19.724614768108047
546,12.0,-19.70804622561312
547,-5.0,-19.118046225613117
548,-28.0,-19.19804622561312
549,-5.0,-19.18804622561312
550,-8.65685424949238,-19.404614768108047
551,-60.0,-19.404614768108043
552,-60.0,-19.824614768108045
553,12.34314575050762,-19.764614768108046
554,-24.656854249492383,-19.761183310602966
555,-64.65685424949238,-20.52775185309789
556,-60.0,-20.52775185309789
557,-28.176914536239792,-20.519520998460287
558,-22.0,-20.623636425779086
559,2.411542731880104,-20.519520998460287
560,19.0,-20.469520998460286
561,-32.0,-20.18952099846029
562,-8.0,-20.18049934078924
563,-60.0,-20.180499340789243
564,-60.0,-20.750499340789247
565,-23.0,-20.60393079829432
566,-8.0,-20.75393079829432
567,-24.656854249492383,-20.900499340789242
568,-64.65685424949238,-21.577067883284162
569,-40.0,-21.377067883284163
570,-6.0,-21.43706788328416
571,-8.0,-21.260499340789238
572,7.0,-20.93049934078924
573,2.3431457505076203,-20.507067883284165
574,-30.0,-20.207067883284168
575,-60.0,-20.917067883284172
576,15.0,-20.627067883284173
577,-60.0,-20.95706788328417
578,11.0,-20.91706788328417
579,-26.0,-20.92706788328417
580,-8.0,-20.407067883284167
581,-21.0,-20.017067883284167
582,0.0,-19.997067883284167
583,7.0,-19.547067883284164
584,-60.0,-19.500499340789247
585,-60.0,-20.110499340789247
586,-8.0,-20.01049934078924
587,7.0,-19.580499340789242
588,-2.0,-19.29461476810804
589,2.0,-18.95461476810804
590,6.34314575050762,-19.07118331060297
591,-60.0,-19.70118331060297
592,-34.0,-19.861183310602968
593,15.0,-19.764614768108046
594,-60.0,-19.764614768108046
595,9.0,-19.834614768108047
596,2.0,-19.168046225613125
597,-25.0,-18.818046225613124
598,-3.6568542494923797,-18.764614768108043
599,-60.0,-18.718046225613122
600,-60.0,-19.198046225613123
601,-60.0,-19.748046225613123
602,-19.0,-19.798046225613124
603,-60.0,-20.498046225613127
604,8.0,-20.498046225613127
605,-20.0,-20.568046225613124
606,10.0,-19.868046225613124
607,-23.31370849898476,-19.501183310602972
608,-60.0,-20.23118331060297
609,3.0,-20.181183310602968
610,-60.0,-20.794614768108048
611,-73.97056274847714,-21.554320395592818
612,-2.3137084989847594,-21.541183310602968
613,-60.0,-21.54118331060297
614,10.0,-20.794614768108048
615,4.34314575050762,-20.69118331060297
616,-60.0,-20.644614768108045
617,-9.0,-20.134614768108044
618,-35.0,-20.544614768108048
619,5.0,-20.554614768108046
620,15.0,-20.274614768108044
621,-46.588457268119896,-20.610499340789243
622,-19.0,-20.96049934078924
623,5.0,-21.00049934078924
624,3.0,-21.010499340789238
625,-16.31370849898476,-21.24363642577909
626,7.0,-21.28363642577909
627,-17.0,-21.06363642577909
628,-60.0,-21.54363642577909
629,-23.0,-21.88706788328417
630,15.0,-21.51706788328417
631,-33.65685424949238,-21.733636425779093
632,-60.0,-22.44706788328417
633,-14.0,-22.44706788328417
634,-0.6568542494923797,-21.80706788328417
635,6.0,-21.14706788328417
636,1.0,-21.137067883284168
637,8.0,-20.457067883284168
638,-31.656854249492383,-20.46775185309789
639,-7.65685424949238,-19.897751853097894
640,-27.0,-20.227751853097896
641,-26.0,-20.457751853097893
642,8.0,-20.557751853097898
643,15.0,-20.35461476810805
644,-6.0,-20.084614768108047
645,10.0,-20.064614768108044
646,19.0,-19.99461476810804
647,-64.65685424949238,-20.59118331060296
648,-4.0,-20.351183310602963
649,19.0,-20.11118331060296
650,-64.65685424949238,-20.67118331060296
651,-3.0,-20.101183310602963
652,-60.0,-20.101183310602966
653,-18.31370849898476,-20.407751853097892
654,10.0,-20.061183310602967
655,-60.0,-20.014614768108043
656,-60.0,-20.014614768108043
657,-60.0,-20.332845622745648
658,19.0,-19.922845622745648
659,-23.0,-20.17696105006445
660,-60.0,-20.966961050064448
661,-64.65685424949238,-21.29352959255937
662,2.0,-21.19352959255937
663,17.0,-20.42352959255937
664,-60.0,-20.42352959255937
665,-8.0,-20.27352959255937
666,4.0,-20.15352959255937
667,-16.0,-20.066961050064446
668,-60.0,-20.02039250756952
669,-23.0,-19.850392507569524
670,-32.65685424949238,-20.11696105006445
671,-64.65685424949238,-20.683529592559374
672,-20.0,-20.95352959255937
673,-60.0,-21.576961050064448
674,-15.0,-21.426961050064445
675,13.34314575050762,-20.69352959255937
676,-30.656854249492383,-21.150098135054293
677,3.0,-20.52009813505429
678,-40.0,-21.030098135054292
679,17.0,-20.60009813505429
680,-60.0,-21.120098135054292
681,-64.65685424949238,-21.556666677549213
682,3.0,-21.526666677549215
683,-15.31370849898476,-21.749803762539067
684,9.0,-21.059803762539065
685,-15.656854249492383,-20.61637230503399
686,-13.0,-20.666372305033992
687,-60.0,-21.33637230503399
688,13.0,-21.18637230503399
689,-60.0,-21.806372305033996
690,-12.0,-21.989803762539072
691,-28.0,-21.66980376253907
692,-36.0,-21.689803762539068
693,-60.0,-22.439803762539068
694,-22.0,-22.05980376253907
695,7.0,-22.079803762539065
696,19.0,-21.909803762539063
697,14.0,-21.519803762539063
698,-16.0,-21.64323522004414
699,1.6862915010152406,-21.026372305033988
700,11.0,-20.31637230503399
701,7.0,-19.646372305033996
702,-24.0,-19.696372305033993
703,-30.31370849898476,-19.399509390023837
704,10.34314575050762,-19.376077932518758
705,-10.0,-19.276077932518756
706,2.3431457505076203,-19.35264647501369
707,5.0,-19.06950939002384
708,-2.2453115176122767,-18.49196250519996
709,14.0,-18.381962505199958
710,6.0,-17.72196250519996
711,-60.0,-17.58225687771519
712,-7.65685424949238,-17.63568833522027
713,3.0,-17.005688335220267
714,-5.0,-17.15568833522027
715,-1.0,-17.209119792725346
716,-12.0,-16.729119792725346
717,16.0,-16.479119792725346
718,-60.0,-16.729119792725346
719,-5.65685424949238,-16.835688335220265
720,8.0,-16.905688335220265
721,-11.0,-16.549803762539067
722,-7.0,-16.429803762539066
723,-7.970562748477143,-16.559509390023837
724,-22.0,-16.809509390023834
725,-44.65685424949238,-17.09294084752891
726,-28.0,-17.44294084752891
727,3.0,-17.24294084752891
728,-60.0,-17.242940847528914
729,-60.0,-17.612940847528918
730,-25.0,-18.012940847528917
731,-25.0,-17.926372305033993
732,1.0,-17.31637230503399
733,3.0,-17.14637230503399
734,-32.0,-17.459803762539064
735,-30.0,-17.819803762539063
736,-29.0,-18.119803762539064
737,1.0,-18.189803762539064
738,5.34314575050762,-17.819803762539063
739,-16.0,-17.903235220044138
740,-30.0,-17.93323522004414
741,3.0,-17.64323522004414
742,14.0,-17.58323522004414
743,15.0,-17.58323522004414
744,-34.0,-17.863235220044142
745,-60.0,-18.563235220044145
746,-2.0,-18.773235220044143
747,-60.0,-18.72666667754922
748,-60.0,-19.28666667754922
749,5.0,-19.42666667754922
750,9.0,-18.6900981350543
751,-1.0,-18.6700981350543
752,-60.0,-18.6700981350543
753,-18.656854249492383,-18.673529592559376
754,7.0,-18.703529592559374
755,-60.0,-18.703529592559377
756,18.0,-17.923529592559373
757,-28.0,-17.603529592559372
758,-14.0,-17.933529592559374
759,8.0,-17.623529592559375
760,-24.0,-17.263529592559376
761,-21.0,-16.82696105006445
762,8.0,-16.76696105006445
763,-11.0,-17.04696105006445
764,-8.0,-16.526961050064447
765,-2.0,-16.466961050064445
766,-64.65685424949238,-17.153529592559366
767,4.0,-16.95352959255937
768,-5.0,-16.403529592559373
769,10.0,-16.07352959255937
770,-60.0,-16.34696105006445
771,-60.0,-16.300392507569526
772,-33.0,-16.430392507569522
773,13.34314575050762,-15.696961050064447
774,-8.0,-15.626961050064446
775,-23.0,-15.990392507569524
776,13.0,-15.5538239650746
777,17.0,-15.413823965074599
778,11.34314575050762,-14.900392507569522
779,13.0,-14.940392507569522
780,8.0,-14.260392507569522
781,-17.0,-13.783823965074598
782,-20.656854249492383,-14.020392507569523
783,7.0,-13.797255422579674
784,-1.0,-13.897255422579676
785,10.0,-13.64068688008475
786,7.34314575050762,-13.437255422579675
787,-16.0,-12.997255422579673
788,11.0,-13.017255422579675
789,19.0,-12.227255422579676
790,-32.0,-12.427255422579677
791,-4.0,-12.187255422579675
792,-9.0,-11.917255422579673
793,-28.656854249492383,-11.603823965074598
794,14.0,-11.243823965074599
795,7.0,-11.243823965074599
796,-29.656854249492383,-11.730392507569523
797,4.34314575050762,-11.826961050064446
798,-2.0,-11.686961050064447
799,-60.0,-12.303823965074601
800,11.0,-12.3038239650746
801,-60.0,-12.973823965074597
802,-60.0,-13.333823965074599
803,8.0,-12.950686880084751
804,-69.31370849898477,-13.747255422579675
805,3.0,-13.617255422579676
806,-4.313708498984759,-13.6838239650746
807,-10.0,-13.8338239650746
808,10.0,-13.711370849898477
809,0.0,-13.851370849898476
810,-40.0,-14.311370849898477
811,-64.65685424949238,-14.357939392393401
812,10.0,-14.181370849898476
813,-64.65685424949238,-14.8579393923934
814,19.0,-14.617939392393401
815,12.0,-14.487939392393402
816,6.0,-14.3079393923934
817,-3.0,-14.497939392393402
818,-29.0,-14.1879393923934
819,8.0,-14.051370849898474
820,0.0,-14.131370849898474
821,-9.0,-14.111370849898476
822,-51.62741699796952,-14.557645019878171
823,-60.0,-15.077939392393398
824,-3.2453115176122767,-14.890392507569523
825,13.0,-14.313823965074599
826,-60.0,-14.6338239650746
827,-64.65685424949238,-15.310392507569523
828,13.0,-14.58039250756952
829,18.0,-13.800392507569521
830,-60.0,-14.150392507569522
831,-60.0,-14.50039250756952
832,-36.0,-14.870392507569523
833,-3.6568542494923797,-14.936961050064447
834,-6.0,-14.676961050064447
835,19.0,-14.186961050064449
836,11.0,-13.786961050064448
837,-9.65685424949238,-13.893529592559371
838,-26.656854249492383,-14.213529592559372
839,2.0,-14.03352959255937
840,-7.65685424949238,-13.810098135054293
841,-26.0,-14.100098135054294
842,-69.31370849898477,-14.933235220044143
843,13.0,-14.953235220044142
844,2.0,-14.593235220044141
845,17.0,-13.823235220044142
846,16.0,-13.643235220044142
847,-0.6568542494923797,-13.049803762539065
848,9.0,-12.359803762539066
849,-23.0,-12.639803762539065
850,-21.0,-12.939803762539066
851,12.0,-12.809803762539067
852,1.0,-12.199803762539068
853,-21.31370849898476,-12.226372305033992
854,10.0,-12.196372305033991
855,19.0,-11.40637230503399
856,-11.0,-11.696372305033991
857,-12.0,-11.53637230503399
858,-6.65685424949238,-11.462940847528913
859,3.0,-11.512940847528913
860,-10.0,-11.372940847528913
861,-60.0,-11.762940847528913
862,3.0,-11.812940847528914
863,-60.0,-12.302940847528912
864,17.0,-12.052940847528912
865,-26.0,-12.292940847528913
866,-64.65685424949238,-12.292940847528913
867,-64.65685424949238,-12.979509390023837
868,-7.0,-12.999509390023837
869,-4.0,-13.139509390023838
870,-60.0,-13.139509390023836
871,7.0,-12.469509390023836
872,-1.6568542494923797,-12.156077932518759
